author,avgrating,awards,five_stars,four_stars,genre,numpages,one_stars,origpubdate,pubyear,pubdate,publisher,three_stars,title,totalratings,totalreviews,two_stars
Gerald N. Lund,4.27,,5252,4111,Historical,515,38,September 1st 1991,1991,November 4th 2010,Deseret Book,1609,Like a Fire is Burning,11248,257,238
Peter Hedges,4.1,,5133,4527,Fiction,319,160,September 1st 1991,1991,November 1st 1999,Simon  Schuster,2423,What's Eating Gilbert Grape,12727,428,484
Angela Elwell Hunt,4.52,,9304,3157,Childrens,25,92,September 1st 1989,1989,September 13th 1989,David C. Cook,1278,The Tale of Three Trees,14025,367,194
James Ellroy,4.11,,4101,4651,Mystery,472,107,September 1st 1988,1988,1994,Random House,1953,The Big Nowhere,11135,375,323
Scott Cunningham,4.3,,2081,1211,Religion,288,19,September 1st 1986,1986,September 8th 2002,Llewellyn Publications,615,"The Complete Book of Incense, Oils and Brews",4027,75,101
Katsuhiro Otomo,4.43,,3603,2008,Sequential Art,282,11,September 1st 1986,1986,July 10th 2001,Dark Horse Manga,673,"Akira, Vol. 3",6368,141,73
Gary Larson,4.46,,5939,2750,Sequential Art,192,37,September 1st 1986,1986,September 2nd 1986,Andrews McMeel Publishing,1015,The Far Side Gallery 2,9861,83,120
Madeleine L'Engle,4,,13567,13727,Fantasy,352,498,September 1st 1986,1986,May 1st 2007,Square Fish,8168,Many Waters,37854,1323,1894
Phyllis Reynolds Naylor,3.81,Dorothy Canfield Fisher Children's Book Award Nominee (1987),1519,1533,Young Adult,131,179,September 1st 1985,1985,August 1st 1997,Aladdin Paperbacks,1258,The Agony of Alice,4799,218,310
Alexandra Day,4.24,,4458,2149,Childrens,36,128,September 1st 1985,1985,February 1st 1996,Little Simon,1363,"Good Dog, Carl",8432,327,334
Margaret Weis,4.21,,8133,5626,Fantasy,1030,194,September 1st 1985,1985,March 1st 1988,TSR,2720,Dragonlance Chronicles,17252,443,579
Michael E. Gerber,3.99,,17045,13842,Business,269,1527,September 1st 1985,1985,January 1st 1995,HarperBusiness,7977,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,42778,1369,2387
Marguerite Duras,3.75,"Prix Goncourt (1984),PEN Translation Prize for Prose for Barbara Bray (1986),Prix Ritz-Paris-Hemingway (1986),Scott Moncrieff Prize for Barbara Bray (1986)",7473,9456,Fiction,117,714,September 1st 1984,1984,September 8th 1998,Pantheon Books,7263,The Lover,27312,1885,2406
Gordon W. Prange,4.16,,1508,1319,History,469,47,September 1st 1982,1982,November 17th 1983,Penguin Books,571,Miracle at Midway,3553,68,108
Norman Bridwell,4.25,,2664,1093,Childrens,40,52,September 1st 1982,1982,May 1st 2005,Cartwheel,909,Clifford's Family,4900,60,182
Sylvia Cassedy,4.04,,1989,1607,Fantasy,315,101,September 1st 1982,1982,March 1st 1985,Avon Books,1046,Behind the Attic Wall,4974,374,231
Henry James,3.8,,850,1121,Classics,527,88,September 1st 1981,1981,November 1st 2008,Bantam Classic,779,The Turn of the Screw and Other Short Fiction,3053,141,215
Michael Chabon,4.17,"Pulitzer Prize for Fiction (2001),PEN/Faulkner Award for Fiction Nominee (2001),Gaylactic Spectrum Award Nominee for Best Novel (2001),California Book Award for Fiction (Gold) (2000),New York City Book Award for Fiction (2000)",75565,55028,Fiction,639,3079,September 19th 2000,2000,August 25th 2001,Picador USA,23233,The Amazing Adventures of Kavalier & Clay,164416,9798,7511
Naomi Klein,4.23,"Warwick Prize for Writing (2009),Canadian Booksellers Association Libris Award for Non‐Fiction Book (2008),British Columbia National Award for Canadian Non-Fiction Nominee (2008)",14065,9982,Nonfiction,558,491,September 18th 2006,2006,September 18th 2007,Metropolitan Books,3864,The Shock Doctrine: The Rise of Disaster Capitalism,29396,2259,994
Kay Redfield Jamison,4.04,,17767,17644,Psychology,223,791,September 18th 1995,1995,Oct-96,Vintage,9324,An Unquiet Mind: A Memoir of Moods and Madness,47666,2757,2140
Julia Child,4.31,,6548,3588,Food and Drink,528,204,September 18th 1989,1989,September 28th 1993,Knopf,1558,The Way to Cook,12209,104,311
Richard Rhodes,4.33,,7772,4130,History,886,167,September 18th 1986,1986,August 1st 1995,Simon & Schuster,1759,The Making of the Atomic Bomb,14237,735,409
Diane Ackerman,3.44,,9122,19040,Nonfiction,368,2347,September 17th 2007,2007,August 2nd 2017,W. W. Norton & Company,19349,The Zookeeper's Wife,57208,8290,7350
Natsuki Takaya,4.38,,8742,4270,Sequential Art,208,81,September 17th 1999,1999,June 8th 2004,TokyoPop,2033,"Fruits Basket, Vol. 3",15451,317,325
Chuck Palahniuk,4,,38636,36692,Fiction,304,1725,September 17th 1999,1999,May 1st 2018,W. W. Norton  Company,21563,Invisible Monsters,104594,4884,5978
William Manchester,4.18,,2249,1526,History,401,70,September 17th 1980,1980,April 12th 2002,Back Bay Books,776,"Goodbye, Darkness: A Memoir of the Pacific War",4815,177,194
Jonathan Lethem,3.87,International DUBLIN Literary Award Nominee (2005),5628,7451,Novels,528,456,September 16th 2003,2003,January 6th 2005,Faber and Faber,4183,The Fortress of Solitude,18959,1405,1241
Kerry Patterson,3.98,,12901,12534,Business,240,956,September 16th 2001,2001,June 18th 2002,McGraw-Hill,7002,Crucial Conversations: Tools for Talking When Stakes Are High,35200,1864,1807
Robin McKinley,3.77,,4495,6214,Fantasy,304,277,September 16th 1997,1997,December 1st 1998,Ace,4915,Rose Daughter,17248,1024,1347
Neil Gaiman,4.18,,142863,125161,Fantasy,370,3608,September 16th 1996,1996,September 2nd 2003,William Morrow Paperbacks,51906,Neverwhere,334283,17514,10745
James C. Collins,3.99,,16016,16800,Nonfiction,368,1239,September 16th 1994,1994,November 2nd 2004,HarperBusiness,8710,Built to Last: Successful Habits of Visionary Companies,44859,508,2094
Stephen Fry,3.68,,2140,3999,Fiction,390,231,September 16th 1991,1991,August 5th 2004,Arrow,3052,The Liar,10290,602,868
Mindy Kaling,3.9,,36827,49843,Nonfiction,240,2361,September 15th 2015,2015,September 27th 2016,Three Rivers Press,30160,Why Not Me?,125432,8607,6241
Shannon Hale,3.97,,11119,13909,Fantasy,317,287,September 15th 2004,2004,September 1st 2006,Bloomsbury USA Childrens,8239,Enna Burning,35084,3511,1530
Janet Evanovich,4.35,,36764,18587,Mystery,682,682,September 15th 2002,2002,October 13th 2002,St. Martin's Paperbacks,8926,Janet Evanovich Three and Four Two-Book Set,66373,73,1414
Stephen King,4,,17116,16913,Horror,688,763,September 15th 2001,2001,September 30th 2003,Ballantine Books,10003,Black House,47296,1377,2501
Terry Goodkind,4.03,,25527,22977,Fantasy,822,1202,September 15th 1998,1998,February 25th 2007,Brilliance Audio,13023,Temple of the Winds,66203,873,3474
Sandra Dallas,3.78,,3375,6089,Fiction,196,168,September 15th 1995,1995,September 15th 1996,St. Martin's Press,4561,The Persian Pickle Club,15015,1996,822
Stephen King,3.8,,36177,37929,Horror,890,3355,September 15th 1994,1994,February 28th 2005,DEBOLS!LLO,30059,Insomnia,117071,2550,9551
Robert Jordan,4.22,,60933,51521,Fantasy,1007,965,September 15th 1992,1992,October 15th 1993,Tom Doherty Tor Fantasy,21264,The Shadow Rising,138128,2378,3445
Nicholas Sparks,3.91,,44041,40725,Romance,292,2696,September 14th 2010,2010,October 11th 2011,Grand Central Publishing,28865,The Best of Me,125464,9718,9137
Janet Evanovich,3.77,,12853,14711,Mystery,313,1240,September 14th 2009,2009,September 14th 2010,St. Martin's Press,12091,Wicked Appetite,44543,4201,3648
Stephen King,3.81,,21400,26188,Horror,640,1330,September 14th 1999,1999,2001,New English Library,20336,Hearts in Atlantis,74867,1728,5613
E.L. James,3.86,,270144,156096,Romance,532,39082,September 13th 2011,2011,September 16th 2011,The Writer's Coffee Shop Publishing House,118968,Fifty Shades Darker,645837,28433,61547
Charlaine Harris,3.79,,2937,4622,Mystery,256,129,September 13th 1999,1999,May 1st 2001,Worldwide Library,3765,A Fool and His Honey,12150,549,697
James Lee Burke,4.17,,4431,4568,Mystery,366,72,September 13th 1989,1989,December 1st 1990,Avon,1855,Black Cherry Blues,11161,386,235
A. Manette Ansay,3.37,,3688,7663,Fiction,272,1074,September 12th 1994,1994,April 11th 2006,Harper Perennial,9615,Vinegar Hill,25539,940,3499
David Guterson,3.81,"Anthony Award Nominee for Best First Novel (1995),PEN/Faulkner Award for Fiction (1995),American Booksellers Book Of The Year  Award for Adult Trade (1996),Martin Beck Award (1996),Barnes and Noble Discover Great New Writers Award (1994)",37573,58054,Fiction,460,2651,September 12th 1994,1994,September 26th 1995,Vintage,37925,Snow Falling on Cedars,145652,4097,9449
Piers Anthony,3.94,,5483,6234,Fantasy,314,137,September 12th 1986,1986,Dec-87,Random House Ballantine Del Rey,4430,Wielding a Red Sword,17159,231,875
Don DeLillo,3.64,,744,1148,Fiction,339,103,September 12th 1982,1982,July 17th 1989,Vintage,972,The Names,3282,250,315
Yann Martel,3.89,"Man Booker Prize (2002),Bollinger Everyman Wodehouse Prize Nominee for Comic Fiction (2003),Exclusive Books Boeke Prize (2003),Governor General's Literary Awards / Prix littéraires du Gouverneur général Nominee for Fiction (2001),Lincoln Award Nominee (2005)",373593,397271,Fiction,460,40595,September 11th 2001,2001,August 29th 2006,Seal Books,225402,Life of Pi,1113015,44137,76154
Joan Bauer,4,,5801,6135,Young Adult,186,228,September 11th 2000,2000,June 2nd 2005,Puffin Books,3555,Hope Was Here,16492,1423,773
Robert   Harris,3.85,,2363,4589,Historical,372,63,September 11th 1995,1995,September 1st 1996,Ballantine Books,2801,Enigma,10300,501,484
Gary Paulsen,3.95,,3857,3767,Fiction,144,154,September 11th 1992,1992,May 8th 2001,Laurel Leaf,2781,Brian's Return,11171,547,612
Akira Toriyama,4.43,,19003,6204,Sequential Art,192,454,September 10th 1985,1985,March 12th 2003,"VIZ Media, LLC",3263,"Dragon Ball, Vol. 1: The Monkey King",29734,361,810
Stephanie Perkins,3.71,,5951,12632,Young Adult,321,603,October 9th 2014,2014,October 14th 2014,St. Martin’s Griffen,9380,My True Love Gave to Me: Twelve Holiday Stories,30260,6172,1694
Wendelin Van Draanen,3.94,,29187,30054,Young Adult,212,1216,October 9th 2001,2001,May 13th 2003,Knopf,20386,Flipped,85847,6585,5004
Anita Shreve,3.57,,3733,9745,Fiction,282,285,October 7th 2004,2004,December 1st 2006,Little Brown and Company,9736,Light on Snow,25543,1836,2044
Stephen E. Ambrose,4.19,,7347,7023,History,528,138,October 7th 1997,1997,September 24th 1998,Simon  Schuster,2711,Citizen Soldiers: The U S Army from the Normandy Beaches to the Bulge to the Surrender of Germany,17616,395,397
Ralph Louis Ketcham,4.06,,1190,1079,Nonfiction,480,23,October 7th 1986,1986,May 6th 2003,Signet Book,699,The Anti-Federalist Papers and the Constitutional Convention Debates,3105,43,114
Walter Dean Myers,3.99,,3035,3221,Historical,320,161,October 7th 1983,1983,May 1st 1989,Scholastic Paperbacks,1782,Fallen Angels,8637,1180,438
Shel Silverstein,4.34,,182299,89773,Poetry,176,4258,October 7th 1981,1981,October 7th 2002,Harpercollins Childrens Books,41340,A Light in the Attic,326109,2583,8439
Dick Francis,4.05,,1608,2032,Mystery,304,28,October 7th 1980,1980,October 4th 2005,G.P. Putnam's Sons,1085,Reflex,4846,144,93
Anthony Horowitz,3.95,Litsy Award for Mystery/Thriller (2017),6852,12559,Mystery,502,252,October 6th 2016,2016,June 6th 2017,Harper,5472,Magpie Murders,26070,4164,935
Rainbow Rowell,4.2,,53385,33613,Young Adult,522,2450,October 6th 2015,2015,May 9th 2017,St. Martin's Griffin,15171,Carry On,109011,17279,4392
Michel Faber,3.66,,5263,8524,Fiction,500,831,October 6th 2014,2014,October 28th 2014,Hogarth,6058,The Book of Strange New Things,22900,3608,2224
Madeline Sheehan,4.07,,20626,13873,Romance,219,1866,October 6th 2012,2012,October 25th 2012,Madeline Sheehan,7009,Undeniable,45817,4561,2443
Jeannette Walls,4.05,,41206,55409,Fiction,272,846,October 6th 2008,2008,October 6th 2009,Scribner,24112,Half Broke Horses,125413,10753,3840
Gregory Maguire,3.52,,9129,18657,Fantasy,372,1597,October 6th 1999,1999,October 3rd 2000,William Morrow Paperbacks,18494,Confessions of an Ugly Stepsister,53742,3457,5865
Iris Johansen,4.07,,7526,7502,Mystery,326,228,October 6th 1998,1998,1999,Coronet,4144,The Face of Deception,20076,716,676
Robert A. Heinlein,3.93,,1268,1448,Science Fiction,720,28,October 6th 1980,1980,July 1st 2005,Baen,1060,Expanded Universe,3998,68,194
Tom Franklin,3.82,,7419,16217,Mystery,274,420,October 5th 2009,2009,October 5th 2010,William Morrow,8948,"Crooked Letter, Crooked Letter",34641,4487,1637
Stephenie Meyer,3.58,,1444082,928241,Young Adult,498,479889,October 5th 2005,2005,September 6th 2006,"Little, Brown and Company",842843,Twilight,4157431,96966,462376
Philip Roth,3.72,,6565,13385,Fiction,391,672,October 5th 2004,2004,September 27th 2005,Vintage,8667,The Plot Against America,31713,2764,2424
Jim Butcher,4.12,,32942,29528,Fantasy,504,1273,October 5th 2004,2004,June 28th 2005,Ace,13023,Furies of Calderon,79864,3408,3098
R.A. Salvatore,3.8,,3779,4291,Media Tie In,416,416,October 5th 1999,1999,September 7th 2004,Del Rey,3258,Vector Prime,12655,351,911
Melina Marchetta,3.86,,5150,7358,Young Adult,313,331,October 5th 1992,1992,May 9th 2006,Knopf Books for Young Readers,4669,Looking for Alibrandi,18546,1314,1038
Masamune Shirow,4.19,,3953,2807,Sequential Art,350,85,October 5th 1991,1991,June 20th 2006,Dark Horse Comics,1374,Ghost in the Shell,8571,376,352
Nora Roberts,3.97,"RITA Award by Romance Writers of America Nominee for Novel with Strong Romantic Elements (2006),The Quill Award (2007)",9188,9920,Romance,440,285,October 4th 2005,2005,May 30th 2006,Jove,6599,Blue Smoke,27249,859,1257
Katsura Hoshino,4.21,,13068,6709,Sequential Art,196,564,October 4th 2004,2004,May 2nd 2006,VIZ Media LLC,3897,"D.Gray-man, Vol. 1",25361,264,1123
David Baldacci,4.15,,31576,32494,Fiction,550,622,October 4th 1995,1995,2003,Pan Publishing,13670,Absolute Power,80221,1468,1859
Anne Rice,3.71,,18999,24137,Horror,468,1449,October 4th 1992,1992,December 13th 1997,Ballantine Books,22846,The Tale of the Body Thief,74121,1251,6690
Fredrik Backman,4.07,,15719,20059,Fiction,324,454,October 3rd 2014,2014,May 3rd 2016,Atria Books,8356,Britt-Marie Was Here,46058,6622,1470
Michael   Lewis,3.89,,10123,14482,Nonfiction,218,895,October 3rd 2011,2011,September 4th 2012,W. W. Norton  Company,8007,Boomerang: Travels in the New Third World,35234,2081,1727
Bernard Cornwell,4.28,,12990,13015,Historical,384,79,October 3rd 2005,2005,December 26th 2006,Harper Paperbacks,3751,The Pale Horseman,30138,1250,303
Robert Jordan,4.12,,33772,29763,Fantasy,860,1053,October 3rd 2005,2005,Dec-06,Tom Doherty Associates,14209,Knife of Dreams,81898,1565,3101
Carolly Erickson,3.88,,3198,4078,Historical,326,157,October 3rd 1980,1980,October 3rd 2006,St. Martin's Press,2839,The Last Wife of Henry VIII,10857,450,585
Jennifer L. Armentrout,4.4,,25692,12900,Young Adult,330,519,October 31st 2012,2012,November 6th 2012,Spencer Hill Press,4629,Deity,44667,3089,927
Sophie Kinsella,3.94,All About Romance (AAR) Annual Reader Poll for Best Chick Lit/Women's Fiction (2013),53089,60907,Womens Fiction,433,3610,October 31st 2011,2011,February 14th 2012,The Dial Press,35916,I've Got Your Number,161899,11034,8377
Jonathan Safran Foer,4.19,,22137,19805,Nonfiction,341,515,October 31st 2009,2009,November 2nd 2009,"Little, Brown and Company",7654,Eating Animals,51752,5403,1641
Elena Ferrante,4.29,,20550,17687,Cultural,418,195,October 30th 2013,2013,September 2nd 2014,Europa Editions,5411,Those Who Leave and Those Who Stay,44585,3282,742
Katie Ashley,4.05,,18193,17553,Romance,316,886,October 30th 2012,2012,December 9th 2012,CreateSpace,9053,The Proposition,47849,2426,2164
Han Kang,3.58,"Internationaler Literaturpreis – Haus der Kulturen der Welt Nominee for Ki-Hyang Lee (2017),PEN Translation Prize Nominee for Deborah Smith (2017),Man Booker International Prize (2016),Frankfurt Book Fair LiBeraturpreis Nominee (2017)",9022,20154,Fiction,188,1439,October 30th 2007,2007,February 2nd 2016,Hogarth Press,16193,The Vegetarian,51975,7828,5167
Chimamanda Ngozi Adichie,4.14,"Man Booker Prize Nominee for Longlist (2004),Orange Prize Nominee for Fiction Shortlist (2004),John Llewellyn Rhys Prize Nominee (2004),Hurston/Wright Legacy Award for Debut Fiction (2004),Commonwealth Writers' Prize for Best First Book Overall (2005)",15057,18419,Fiction,307,262,October 30th 2003,2003,2005,Harper Perennial,6670,Purple Hibiscus,41403,3993,995
Patricia McCormick,3.76,,16008,14662,Young Adult,151,1534,October 30th 2000,2000,February 1st 2002,Push,13917,Cut,50935,2637,4814
Rena Kornreich Gelissen,4.28,,3951,2175,World War II,288,204,October 30th 1995,1995,October 30th 1996,Beacon Press,779,Rena's Promise: A Story of Sisters in Auschwitz,7351,491,242
Sharon Creech,3.91,,2314,2704,Young Adult,230,83,October 30th 1990,1990,2004,"Scholastic, Inc.",1904,Absolutely Normal Chaos,7424,538,419
Anne Lamott,3.66,,695,1293,Fiction,288,85,October 30th 1983,1983,June 1st 1997,Penguin Books,1074,Rosie,3413,282,266
Sylvia Day,4.33,,154996,77926,Romance,338,3196,October 2nd 2012,2012,October 23rd 2012,Berkley,35647,Reflected in You,280896,9971,9131
Jeffrey Eugenides,3.43,,15634,35085,Fiction,406,4566,October 2nd 2011,2011,October 11th 2011,Farrar Straus Giroux,34560,The Marriage Plot,102874,10889,13029
John Green,3.82,,23213,31588,Holiday,365,1311,October 2nd 2008,2008,Dec-16,Speak,23516,Let it Snow,85305,8490,5677
John Gray,3.53,,33730,39166,Nonfiction,368,8723,October 2nd 1998,1998,April 3rd 2012,Harper Paperbacks,40152,"Men Are from Mars, Women Are from Venus",137801,4562,16030
Elena Ferrante,4.39,"BTBA Best Translated Book Award Nominee for Fiction Shortlist (2016),Premio Strega Nominee (2015),Man Booker International Prize Nominee (2016)",21225,13363,Fiction,480,211,October 29th 2014,2014,September 1st 2015,Europa Editions,4011,The Story of the Lost Child,39471,3509,661
Milan Kundera,3.68,,3326,6516,Novels,168,274,October 29th 1997,1997,April 21st 1999,Harper Perennial,5201,Identity,16616,1043,1299
Neale Donald Walsch,4.19,,6837,3535,Spirituality,392,326,October 29th 1996,1996,December 3rd 2005,Hampton Roads Publishing Company,2129,"Conversations With God: An Uncommon Dialogue, Book 3",13411,177,584
Winston Graham,4.25,,1107,953,Historical,580,17,October 29th 1984,1984,June 1st 1996,MacMillan UK,367,The Loving Cup,2474,117,30
Isaac Marion,3.93,,31060,34667,Science Fiction,256,1834,October 28th 2010,2010,December 25th 2012,Atria/Emily Bestler Books,21181,Warm Bodies,94194,10225,5452
